  PID              START                END PRT  RES PRES REF SHD FLAG TP PATH
 2353           0x400000          0x105c000 r-x 3164 13936   2   1 CNS- vn /root/yz70/qemu/build/aarch64-softmmu/qemu-system-aarch64
 2353          0x125c000          0x1352000 rw-  246    0   1   0 C--- vn /root/yz70/qemu/build/aarch64-softmmu/qemu-system-aarch64
 2353          0x1352000          0x138b000 rw-   26 55095   3   0 ---- df
 2353          0x138b000         0x3338a000 rwx 55069 55095   3   0 --s- df
 2353         0x3338a000         0x3338b000 ---    0 55095   3   0 ---- df
 2353        0x80125c000        0x80127c000 r-x   32   32  23   0 CN-- vn /libexec/ld-elf.so.1
 2353        0x80127c000        0x801285000 rw-    9    9   1   0 ---- df
 2353        0x801285000        0x8012c7000 rw-   65   68   6   0 ---- df
 2353        0x8012c7000        0x8012c8000 ---    0   68   6   0 ---- df
 2353        0x8012c8000        0x8013c8000 rw-    1   68   6   0 ---- df
 2353        0x8013c8000        0x8013c9000 rw-    1    1   1   0 ---- df
 2353        0x8013c9000        0x8013ca000 ---    0   68   6   0 ---- df
 2353        0x8013ca000        0x8013cb000 rw-    1    1   1   0 ---- df
 2353        0x8013cb000        0x8013cc000 ---    0   68   6   0 ---- df
 2353        0x8013cc000        0x8013ce000 rw-    2   68   6   0 ---- df
 2353        0x80147b000        0x80147d000 rw-    2    2   1   0 ---- df
 2353        0x80147d000        0x801492000 r-x   21   22   2   1 CN-- vn /usr/lib/libusb.so.3
 2353        0x801492000        0x801692000 ---    0    0   0   0 CN-- --
 2353        0x801692000        0x801693000 rw-    1    0   1   0 C--- vn /usr/lib/libusb.so.3
 2353        0x801693000        0x8016ed000 r-x   90   94  10   5 CN-- vn /lib/libncursesw.so.8
 2353        0x8016ed000        0x8018ec000 ---    0    0   0   0 CN-- --
 2353        0x8018ec000        0x8018f1000 rw-    5    0   1   0 C--- vn /lib/libncursesw.so.8
 2353        0x8018f1000        0x8018f2000 rw-    0    0   0   0 ---- --
 2353        0x8018f2000        0x8019eb000 r-x   32   42   2   1 CN-- vn /usr/local/lib/libiconv.so.2.5.1
 2353        0x8019eb000        0x801beb000 ---    0    0   0   0 CN-- --
 2353        0x801beb000        0x801bed000 rw-    2    0   1   0 C--- vn /usr/local/lib/libiconv.so.2.5.1
 2353        0x801bed000        0x801bf9000 r-x   12   13  10   5 CN-- vn /usr/lib/libpam.so.6
 2353        0x801bf9000        0x801df9000 ---    0    0   0   0 CN-- --
 2353        0x801df9000        0x801dfa000 rw-    1    0   1   0 C--- vn /usr/lib/libpam.so.6
 2353        0x801dfa000        0x801e12000 r-x   24   25   6   3 CN-- vn /lib/libz.so.6
 2353        0x801e12000        0x802011000 ---    0    0   0   0 CN-- --
 2353        0x802011000        0x802012000 rw-    1    0   1   0 C--- vn /lib/libz.so.6
 2353        0x802012000        0x80219a000 r-x   81   99   2   1 CN-- vn /usr/local/lib/libxml2.so.2.9.7
 2353        0x80219a000        0x802399000 ---    0    0   0   0 CN-- --
 2353        0x802399000        0x8023a4000 rw-   11    0   1   0 C--- vn /usr/local/lib/libxml2.so.2.9.7
 2353        0x8023a4000        0x8023a5000 rw-    0    0   0   0 ---- --
 2353        0x8023a5000        0x80241f000 r-x   32   43   2   1 CN-- vn /usr/local/lib/libcurl.so.4.5.0
 2353        0x80241f000        0x80261f000 ---    0    0   0   0 CN-- --
 2353        0x80261f000        0x802622000 rw-    3    0   1   0 C--- vn /usr/local/lib/libcurl.so.4.5.0
 2353        0x802622000        0x802635000 r-x   19   20   2   1 CN-- vn /usr/lib/libbz2.so.4
 2353        0x802635000        0x802834000 ---    0    0   0   0 CN-- --
 2353        0x802834000        0x802836000 rw-    2    0   1   0 C--- vn /usr/lib/libbz2.so.4
 2353        0x802836000        0x8028f9000 r-x  129  144   2   1 CN-- vn /usr/local/lib/libpixman-1.so.0.34.0
 2353        0x8028f9000        0x802af8000 ---    0    0   0   0 CN-- --
 2353        0x802af8000        0x802b00000 rw-    8    0   1   0 C--- vn /usr/local/lib/libpixman-1.so.0.34.0
 2353        0x802b00000        0x802b11000 r-x   16   17  35  17 CN-- vn /lib/libutil.so.9
 2353        0x802b11000        0x802d11000 ---    0    0   0   0 CN-- --
 2353        0x802d11000        0x802d12000 rw-    1    0   1   0 C--- vn /lib/libutil.so.9
 2353        0x802d12000        0x802d14000 rw-    0    0   0   0 ---- --
 2353        0x802d14000        0x802d4e000 r-x   32   33   2   1 CN-- vn /usr/local/lib/libpng16.so.16.34.0
 2353        0x802d4e000        0x802f4e000 ---    0    0   0   0 CN-- --
 2353        0x802f4e000        0x802f4f000 rw-    1    0   1   0 C--- vn /usr/local/lib/libpng16.so.16.34.0
 2353        0x802f4f000        0x802f7c000 r-x   45   45   4   2 CN-- vn /lib/libm.so.5
 2353        0x802f7c000        0x80317b000 ---    0    0   0   0 CN-- --
 2353        0x80317b000        0x80317c000 rw-    1    0   1   0 C--- vn /lib/libm.so.5
 2353        0x80317c000        0x80317d000 r-x    1    1   2   1 CN-- vn /usr/local/lib/libgthread-2.0.so.0.5000.3
 2353        0x80317d000        0x80337c000 ---    0    0   0   0 CN-- --
 2353        0x80337c000        0x80337d000 rw-    1    0   1   0 C--- vn /usr/local/lib/libgthread-2.0.so.0.5000.3
 2353        0x80337d000        0x80348e000 r-x  176  186   2   1 CN-- vn /usr/local/lib/libglib-2.0.so.0.5000.3
 2353        0x80348e000        0x80368e000 ---    0    0   0   0 CN-- --
 2353        0x80368e000        0x803690000 rw-    2    0   1   0 C--- vn /usr/local/lib/libglib-2.0.so.0.5000.3
 2353        0x803690000        0x80369a000 r-x   10   11   2   1 CN-- vn /usr/local/lib/libintl.so.8.1.5
 2353        0x80369a000        0x80389a000 ---    0    0   0   0 CN-- --
 2353        0x80389a000        0x80389b000 rw-    1    0   1   0 C--- vn /usr/local/lib/libintl.so.8.1.5
 2353        0x80389b000        0x8038d2000 r-x   55   57   2   1 CN-- vn /usr/local/lib/libnettle.so.6.4
 2353        0x8038d2000        0x803ad1000 ---    0    0   0   0 CN-- --
 2353        0x803ad1000        0x803ad3000 rw-    2    0   1   0 C--- vn /usr/local/lib/libnettle.so.6.4
 2353        0x803ad3000        0x803c3a000 r-x  217  238   2   1 CN-- vn /usr/local/lib/libgnutls.so.30.14.10
 2353        0x803c3a000        0x803e39000 ---    0    0   0   0 CN-- --
 2353        0x803e39000        0x803e47000 rw-   14    0   1   0 C--- vn /usr/local/lib/libgnutls.so.30.14.10
 2353        0x803e47000        0x803e48000 rw-    1    1   1   0 ---- df
 2353        0x803e48000        0x803e4d000 r-x    5    6   2   1 CN-- vn /usr/lib/librt.so.1
 2353        0x803e4d000        0x80404d000 ---    0    0   0   0 CN-- --
 2353        0x80404d000        0x80404e000 rw-    1    0   1   0 C--- vn /usr/lib/librt.so.1
 2353        0x80404e000        0x804114000 r-x  129  142   2   1 CN-- vn /usr/lib/libc++.so.1
 2353        0x804114000        0x804313000 ---    0    0   0   0 CN-- --
 2353        0x804313000        0x804319000 rw-    6    0   1   0 C--- vn /usr/lib/libc++.so.1
 2353        0x804319000        0x80431c000 rw-    3    3   1   0 ---- df
 2353        0x80431c000        0x804336000 r-x   26   27   2   1 CN-- vn /lib/libcxxrt.so.1
 2353        0x804336000        0x804535000 ---    0    0   0   0 CN-- --
 2353        0x804535000        0x804537000 rw-    2    0   1   0 C--- vn /lib/libcxxrt.so.1
 2353        0x804537000        0x80453b000 rw-    0    0   0   0 ---- --
 2353        0x80453b000        0x804549000 r-x   14   15   2   1 CN-- vn /lib/libgcc_s.so.1
 2353        0x804549000        0x804749000 ---    0    0   0   0 CN-- --
 2353        0x804749000        0x80474a000 rw-    1    0   1   0 C--- vn /lib/libgcc_s.so.1
